Project Name,Package Name,Architecture Smell,Cause of the Smell
group18,Group18.Demo.Trello.service,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Group18.Demo.Trello.repository; Group18.Demo.Trello.model.
